_mock_label,post_date,value_date,description,transaction_type,amount,running_balance,bank_reference,eft_trace
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-06,2024-12-06,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241202,CREDIT,158.26,63564.56,REF8429060,EFT-BCBSTN-20241202
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-06,2024-12-06,ACH CREDIT PAYER REMIT EFT-CIGNA-20241202,CREDIT,264.43,63828.99,REF5955443,EFT-CIGNA-20241202
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-06,2024-12-06,ACH CREDIT PAYER REMIT EFT-MCARE-20241202,CREDIT,26.28,63855.27,REF4445228,EFT-MCARE-20241202
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-07,2024-12-07,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241202,CREDIT,17.03,63872.3,REF5008861,EFT-BCBSTN-20241202
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-07,2024-12-07,ACH CREDIT PAYER REMIT EFT-MCARE-20241202,CREDIT,50.75,63923.05,REF5255106,EFT-MCARE-20241202
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-07,2024-12-07,ACH CREDIT PAYER REMIT EFT-UHC-20241202,CREDIT,190.44,64113.49,REF5437771,EFT-UHC-20241202
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-08,2024-12-08,ACH CREDIT PAYER REMIT EFT-CIGNA-20241202,CREDIT,17.06,64130.55,REF2909242,EFT-CIGNA-20241202
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-08,2024-12-08,ACH CREDIT PAYER REMIT EFT-MCARE-20241202,CREDIT,27.69,64158.24,REF8301543,EFT-MCARE-20241202
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-08,2024-12-08,ACH CREDIT PAYER REMIT EFT-UHC-20241202,CREDIT,65.0,64223.24,REF9208153,EFT-UHC-20241202
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-09,2024-12-09,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241209,CREDIT,113.77,64337.01,REF9163871,EFT-BCBSTN-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-09,2024-12-09,ACH CREDIT PAYER REMIT EFT-MCARE-20241209,CREDIT,109.46,64446.47,REF4172738,EFT-MCARE-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-09,2024-12-09,ACH CREDIT PAYER REMIT EFT-UHC-20241209,CREDIT,69.11,64515.58,REF9271102,EFT-UHC-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-10,2024-12-10,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241209,CREDIT,45.16,64560.74,REF6000534,EFT-TENNCARE-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-10,2024-12-10,ACH CREDIT PAYER REMIT EFT-UHC-20241209,CREDIT,97.37,64658.11,REF2709172,EFT-UHC-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-11,2024-12-11,ACH CREDIT PAYER REMIT EFT-CIGNA-20241209,CREDIT,116.55,64774.66,REF8516270,EFT-CIGNA-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-11,2024-12-11,ACH CREDIT PAYER REMIT EFT-MCARE-20241209,CREDIT,55.57,64830.23,REF4561279,EFT-MCARE-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-11,2024-12-11,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241209,CREDIT,81.33,64911.56,REF1069929,EFT-TENNCARE-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-11,2024-12-11,ACH CREDIT PAYER REMIT EFT-UHC-20241209,CREDIT,243.43,65154.99,REF8365526,EFT-UHC-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-12,2024-12-12,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241209,CREDIT,145.95,65300.94,REF1266037,EFT-BCBSTN-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-12,2024-12-12,ACH CREDIT PAYER REMIT EFT-CIGNA-20241209,CREDIT,188.71,65489.65,REF3087772,EFT-CIGNA-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-12,2024-12-12,ACH CREDIT PAYER REMIT EFT-MCARE-20241209,CREDIT,59.96,65549.61,REF7845643,EFT-MCARE-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-12,2024-12-12,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241209,CREDIT,10.26,65559.87,REF3857441,EFT-TENNCARE-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-13,2024-12-13,ACH CREDIT PAYER REMIT EFT-CIGNA-20241209,CREDIT,334.06,65893.93,REF1061953,EFT-CIGNA-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-13,2024-12-13,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241209,CREDIT,3.48,65897.41,REF2396839,EFT-TENNCARE-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-14,2024-12-14,ACH CREDIT PAYER REMIT EFT-UHC-20241209,CREDIT,125.2,66022.61,REF4939043,EFT-UHC-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-15,2024-12-15,ACH CREDIT PAYER REMIT EFT-CIGNA-20241209,CREDIT,17.74,66040.35,REF4163293,EFT-CIGNA-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-15,2024-12-15,ACH CREDIT PAYER REMIT EFT-MCARE-20241209,CREDIT,84.43,66124.78,REF1142028,EFT-MCARE-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-15,2024-12-15,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241209,CREDIT,77.22,66202.0,REF9699635,EFT-TENNCARE-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-15,2024-12-15,ACH CREDIT PAYER REMIT EFT-UHC-20241209,CREDIT,161.94,66363.94,REF6209678,EFT-UHC-20241209
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-16,2024-12-16,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241216,CREDIT,113.48,66477.42,REF7773470,EFT-BCBSTN-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-16,2024-12-16,ACH CREDIT PAYER REMIT EFT-MCARE-20241216,CREDIT,59.92,66537.34,REF1490758,EFT-MCARE-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-16,2024-12-16,ACH CREDIT PAYER REMIT EFT-UHC-20241216,CREDIT,149.63,66686.97,REF9980269,EFT-UHC-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-17,2024-12-17,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241216,CREDIT,149.61,66836.58,REF5044556,EFT-BCBSTN-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-17,2024-12-17,ACH CREDIT PAYER REMIT EFT-MCARE-20241216,CREDIT,35.12,66871.7,REF1483202,EFT-MCARE-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-17,2024-12-17,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241216,CREDIT,38.78,66910.48,REF9197388,EFT-TENNCARE-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-17,2024-12-17,ACH CREDIT PAYER REMIT EFT-UHC-20241216,CREDIT,187.92,67098.4,REF9658266,EFT-UHC-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-18,2024-12-18,ACH CREDIT PAYER REMIT EFT-MCARE-20241216,CREDIT,65.29,67163.69,REF7875385,EFT-MCARE-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-18,2024-12-18,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241216,CREDIT,38.02,67201.71,REF7285888,EFT-TENNCARE-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-18,2024-12-18,ACH CREDIT PAYER REMIT EFT-UHC-20241216,CREDIT,202.68,67404.39,REF1792340,EFT-UHC-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-18,2024-12-18,ACCOUNT ANALYSIS FEE,DEBIT,-69.84,67334.55,REF4587271,
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-18,2024-12-18,BOOK TRANSFER TO OPERATING 8841,DEBIT,-6935.86,60398.69,REF9051618,
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-19,2024-12-19,ACH CREDIT PAYER REMIT EFT-CIGNA-20241216,CREDIT,98.24,60496.93,REF7537147,EFT-CIGNA-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-19,2024-12-19,ACH CREDIT PAYER REMIT EFT-UHC-20241216,CREDIT,112.85,60609.78,REF2873747,EFT-UHC-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-20,2024-12-20,ACH CREDIT PAYER REMIT EFT-MCARE-20241216,CREDIT,48.57,60658.35,REF2103476,EFT-MCARE-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-20,2024-12-20,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241216,CREDIT,14.64,60672.99,REF8810387,EFT-TENNCARE-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-21,2024-12-21,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241216,CREDIT,250.51,60923.5,REF7690964,EFT-BCBSTN-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-21,2024-12-21,ACH CREDIT PAYER REMIT EFT-CIGNA-20241216,CREDIT,51.85,60975.35,REF1470709,EFT-CIGNA-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-21,2024-12-21,ACH CREDIT PAYER REMIT EFT-MCARE-20241216,CREDIT,6.83,60982.18,REF3166767,EFT-MCARE-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-21,2024-12-21,ACH CREDIT PAYER REMIT EFT-UHC-20241216,CREDIT,112.4,61094.58,REF2636267,EFT-UHC-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-22,2024-12-22,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241216,CREDIT,379.11,61473.69,REF5017849,EFT-BCBSTN-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-22,2024-12-22,ACH CREDIT PAYER REMIT EFT-CIGNA-20241216,CREDIT,117.15,61590.84,REF7870777,EFT-CIGNA-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-22,2024-12-22,ACH CREDIT PAYER REMIT EFT-MCARE-20241216,CREDIT,70.2,61661.04,REF9804651,EFT-MCARE-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-22,2024-12-22,ACH CREDIT PAYER REMIT EFT-SELFPAY-20241216,CREDIT,7.08,61668.12,REF6468532,EFT-SELFPAY-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-22,2024-12-22,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241216,CREDIT,31.22,61699.34,REF9394909,EFT-TENNCARE-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-22,2024-12-22,ACH CREDIT PAYER REMIT EFT-UHC-20241216,CREDIT,62.48,61761.82,REF7890774,EFT-UHC-20241216
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-23,2024-12-23,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241223,CREDIT,87.39,61849.21,REF6781177,EFT-BCBSTN-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-23,2024-12-23,ACH CREDIT PAYER REMIT EFT-CIGNA-20241223,CREDIT,217.43,62066.64,REF2581660,EFT-CIGNA-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-23,2024-12-23,ACH CREDIT PAYER REMIT EFT-MCARE-20241223,CREDIT,67.61,62134.25,REF8663932,EFT-MCARE-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-23,2024-12-23,ACH CREDIT PAYER REMIT EFT-SELFPAY-20241223,CREDIT,13.6,62147.85,REF4816882,EFT-SELFPAY-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-23,2024-12-23,ACH CREDIT PAYER REMIT EFT-UHC-20241223,CREDIT,63.79,62211.64,REF4413825,EFT-UHC-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-24,2024-12-24,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241223,CREDIT,111.41,62323.05,REF8230129,EFT-BCBSTN-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-24,2024-12-24,ACH CREDIT PAYER REMIT EFT-MCARE-20241223,CREDIT,54.21,62377.26,REF7831510,EFT-MCARE-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-24,2024-12-24,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241223,CREDIT,25.72,62402.98,REF6803255,EFT-TENNCARE-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-24,2024-12-24,ACH CREDIT PAYER REMIT EFT-UHC-20241223,CREDIT,190.08,62593.06,REF9281744,EFT-UHC-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-25,2024-12-25,ACH CREDIT PAYER REMIT EFT-MCARE-20241223,CREDIT,174.78,62767.84,REF6055084,EFT-MCARE-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-25,2024-12-25,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241223,CREDIT,71.68,62839.52,REF6673750,EFT-TENNCARE-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-25,2024-12-25,INTEREST CREDIT,CREDIT,10.62,62850.14,REF7739991,
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-26,2024-12-26,ACH CREDIT PAYER REMIT EFT-MCARE-20241223,CREDIT,65.6,62915.74,REF9448432,EFT-MCARE-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-26,2024-12-26,ACH CREDIT PAYER REMIT EFT-UHC-20241223,CREDIT,57.67,62973.41,REF6326549,EFT-UHC-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-27,2024-12-27,ACH CREDIT PAYER REMIT EFT-CIGNA-20241223,CREDIT,202.0,63175.41,REF5669129,EFT-CIGNA-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-27,2024-12-27,ACH CREDIT PAYER REMIT EFT-MCARE-20241223,CREDIT,128.41,63303.82,REF4974400,EFT-MCARE-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-27,2024-12-27,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241223,CREDIT,30.33,63334.15,REF2020617,EFT-TENNCARE-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-28,2024-12-28,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241223,CREDIT,151.5,63485.65,REF4102070,EFT-BCBSTN-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-28,2024-12-28,ACH CREDIT PAYER REMIT EFT-CIGNA-20241223,CREDIT,158.79,63644.44,REF7200850,EFT-CIGNA-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-28,2024-12-28,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241223,CREDIT,40.86,63685.3,REF5600971,EFT-TENNCARE-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-29,2024-12-29,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241223,CREDIT,140.88,63826.18,REF3749784,EFT-BCBSTN-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-29,2024-12-29,ACH CREDIT PAYER REMIT EFT-MCARE-20241223,CREDIT,80.32,63906.5,REF6139288,EFT-MCARE-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-29,2024-12-29,ACH CREDIT PAYER REMIT EFT-UHC-20241223,CREDIT,160.41,64066.91,REF2027882,EFT-UHC-20241223
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-30,2024-12-30,ACH CREDIT PAYER REMIT EFT-CIGNA-20241230,CREDIT,178.8,64245.71,REF5676680,EFT-CIGNA-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-30,2024-12-30,ACH CREDIT PAYER REMIT EFT-MCARE-20241230,CREDIT,82.93,64328.64,REF1816239,EFT-MCARE-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-31,2024-12-31,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241230,CREDIT,136.25,64464.89,REF9295644,EFT-BCBSTN-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-31,2024-12-31,ACH CREDIT PAYER REMIT EFT-CIGNA-20241230,CREDIT,115.19,64580.08,REF7873006,EFT-CIGNA-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2024-12-31,2024-12-31,ACH CREDIT PAYER REMIT EFT-MCARE-20241230,CREDIT,65.18,64645.26,REF4950714,EFT-MCARE-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-01,2025-01-01,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241230,CREDIT,58.62,64703.88,REF4584790,EFT-BCBSTN-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-01,2025-01-01,ACH CREDIT PAYER REMIT EFT-CIGNA-20241230,CREDIT,144.0,64847.88,REF9864604,EFT-CIGNA-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-01,2025-01-01,ACH CREDIT PAYER REMIT EFT-MCARE-20241230,CREDIT,24.01,64871.89,REF6024408,EFT-MCARE-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-01,2025-01-01,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241230,CREDIT,24.42,64896.31,REF3073719,EFT-TENNCARE-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-02,2025-01-02,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241230,CREDIT,55.93,64952.24,REF8415027,EFT-BCBSTN-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-02,2025-01-02,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241230,CREDIT,35.37,64987.61,REF8154747,EFT-TENNCARE-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-02,2025-01-02,ACH CREDIT PAYER REMIT EFT-UHC-20241230,CREDIT,61.13,65048.74,REF9478863,EFT-UHC-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-03,2025-01-03,ACH CREDIT PAYER REMIT EFT-BCBSTN-20241230,CREDIT,97.6,65146.34,REF4891405,EFT-BCBSTN-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-03,2025-01-03,ACH CREDIT PAYER REMIT EFT-MCARE-20241230,CREDIT,103.86,65250.2,REF9548356,EFT-MCARE-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-03,2025-01-03,ACH CREDIT PAYER REMIT EFT-UHC-20241230,CREDIT,57.04,65307.24,REF8252754,EFT-UHC-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-04,2025-01-04,ACH CREDIT PAYER REMIT EFT-CIGNA-20241230,CREDIT,188.34,65495.58,REF8968460,EFT-CIGNA-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-04,2025-01-04,ACH CREDIT PAYER REMIT EFT-MCARE-20241230,CREDIT,50.11,65545.69,REF9827900,EFT-MCARE-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-05,2025-01-05,ACH CREDIT PAYER REMIT EFT-CIGNA-20241230,CREDIT,145.6,65691.29,REF6851454,EFT-CIGNA-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-05,2025-01-05,ACH CREDIT PAYER REMIT EFT-TENNCARE-20241230,CREDIT,29.07,65720.36,REF5757061,EFT-TENNCARE-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-05,2025-01-05,ACH CREDIT PAYER REMIT EFT-UHC-20241230,CREDIT,288.54,66008.9,REF2001009,EFT-UHC-20241230
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-06,2025-01-06,ACH CREDIT PAYER REMIT EFT-BCBSTN-20250106,CREDIT,144.9,66153.8,REF8123146,EFT-BCBSTN-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-06,2025-01-06,ACH CREDIT PAYER REMIT EFT-CIGNA-20250106,CREDIT,196.52,66350.32,REF4144755,EFT-CIGNA-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-06,2025-01-06,ACH CREDIT PAYER REMIT EFT-MCARE-20250106,CREDIT,52.77,66403.09,REF3193086,EFT-MCARE-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-06,2025-01-06,ACH CREDIT PAYER REMIT EFT-SELFPAY-20250106,CREDIT,0.21,66403.3,REF2789403,EFT-SELFPAY-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-06,2025-01-06,ACH CREDIT PAYER REMIT EFT-TENNCARE-20250106,CREDIT,3.81,66407.11,REF1039889,EFT-TENNCARE-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-07,2025-01-07,ACH CREDIT PAYER REMIT EFT-BCBSTN-20250106,CREDIT,161.24,66568.35,REF8713569,EFT-BCBSTN-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-07,2025-01-07,ACH CREDIT PAYER REMIT EFT-MCARE-20250106,CREDIT,76.48,66644.83,REF3197147,EFT-MCARE-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-07,2025-01-07,ACH CREDIT PAYER REMIT EFT-TENNCARE-20250106,CREDIT,76.34,66721.17,REF8402177,EFT-TENNCARE-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-07,2025-01-07,ACH CREDIT PAYER REMIT EFT-UHC-20250106,CREDIT,77.21,66798.38,REF2400017,EFT-UHC-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-08,2025-01-08,ACH CREDIT PAYER REMIT EFT-SELFPAY-20250106,CREDIT,0.07,66798.45,REF4741300,EFT-SELFPAY-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-08,2025-01-08,ACH CREDIT PAYER REMIT EFT-UHC-20250106,CREDIT,153.5,66951.95,REF1414301,EFT-UHC-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-09,2025-01-09,ACH CREDIT PAYER REMIT EFT-BCBSTN-20250106,CREDIT,154.83,67106.78,REF6963357,EFT-BCBSTN-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-09,2025-01-09,ACH CREDIT PAYER REMIT EFT-CIGNA-20250106,CREDIT,184.87,67291.65,REF7333990,EFT-CIGNA-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-09,2025-01-09,ACH CREDIT PAYER REMIT EFT-TENNCARE-20250106,CREDIT,32.91,67324.56,REF2606221,EFT-TENNCARE-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-10,2025-01-10,ACH CREDIT PAYER REMIT EFT-MCARE-20250106,CREDIT,61.08,67385.64,REF6090859,EFT-MCARE-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-10,2025-01-10,INTEREST CREDIT,CREDIT,14.35,67399.99,REF3435235,
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-11,2025-01-11,ACH CREDIT PAYER REMIT EFT-BCBSTN-20250106,CREDIT,209.95,67609.94,REF4212578,EFT-BCBSTN-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-11,2025-01-11,ACH CREDIT PAYER REMIT EFT-MCARE-20250106,CREDIT,148.99,67758.93,REF2931761,EFT-MCARE-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-11,2025-01-11,ACH CREDIT PAYER REMIT EFT-TENNCARE-20250106,CREDIT,15.22,67774.15,REF7025405,EFT-TENNCARE-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-12,2025-01-12,ACH CREDIT PAYER REMIT EFT-BCBSTN-20250106,CREDIT,105.14,67879.29,REF5047784,EFT-BCBSTN-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-12,2025-01-12,ACH CREDIT PAYER REMIT EFT-CIGNA-20250106,CREDIT,334.05,68213.34,REF3551210,EFT-CIGNA-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-12,2025-01-12,ACH CREDIT PAYER REMIT EFT-MCARE-20250106,CREDIT,46.53,68259.87,REF6261429,EFT-MCARE-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-12,2025-01-12,ACH CREDIT PAYER REMIT EFT-TENNCARE-20250106,CREDIT,60.07,68319.94,REF4517252,EFT-TENNCARE-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-12,2025-01-12,ACH CREDIT PAYER REMIT EFT-UHC-20250106,CREDIT,170.99,68490.93,REF3709426,EFT-UHC-20250106
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-13,2025-01-13,ACH CREDIT PAYER REMIT EFT-CIGNA-20250113,CREDIT,95.29,68586.22,REF4660026,EFT-CIGNA-20250113
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-14,2025-01-14,ACH CREDIT PAYER REMIT EFT-UHC-20250113,CREDIT,127.8,68714.02,REF8467258,EFT-UHC-20250113
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-15,2025-01-15,ACH CREDIT PAYER REMIT EFT-BCBSTN-20250113,CREDIT,91.15,68805.17,REF4890078,EFT-BCBSTN-20250113
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-15,2025-01-15,ACH CREDIT PAYER REMIT EFT-CIGNA-20250113,CREDIT,145.91,68951.08,REF9338753,EFT-CIGNA-20250113
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-15,2025-01-15,ACH CREDIT PAYER REMIT EFT-MCARE-20250113,CREDIT,105.34,69056.42,REF9907267,EFT-MCARE-20250113
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-15,2025-01-15,ACH CREDIT PAYER REMIT EFT-TENNCARE-20250113,CREDIT,39.27,69095.69,REF8577286,EFT-TENNCARE-20250113
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-15,2025-01-15,ACH CREDIT PAYER REMIT EFT-UHC-20250113,CREDIT,60.13,69155.82,REF2379719,EFT-UHC-20250113
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-16,2025-01-16,ACH CREDIT PAYER REMIT EFT-BCBSTN-20250113,CREDIT,228.3,69384.12,REF8236045,EFT-BCBSTN-20250113
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-16,2025-01-16,ACH CREDIT PAYER REMIT EFT-TENNCARE-20250113,CREDIT,29.5,69413.62,REF1438797,EFT-TENNCARE-20250113
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-17,2025-01-17,ACH CREDIT PAYER REMIT EFT-MCARE-20250113,CREDIT,44.75,69458.37,REF4430485,EFT-MCARE-20250113
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-17,2025-01-17,ACH CREDIT PAYER REMIT EFT-TENNCARE-20250113,CREDIT,50.2,69508.57,REF9903137,EFT-TENNCARE-20250113
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-18,2025-01-18,ACH CREDIT PAYER REMIT EFT-BCBSTN-20250113,CREDIT,101.68,69610.25,REF2416722,EFT-BCBSTN-20250113
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-18,2025-01-18,ACH CREDIT PAYER REMIT EFT-CIGNA-20250113,CREDIT,49.65,69659.9,REF8029315,EFT-CIGNA-20250113
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-18,2025-01-18,ACH CREDIT PAYER REMIT EFT-MCARE-20250113,CREDIT,114.08,69773.98,REF4384295,EFT-MCARE-20250113
MOCK_RAD_GROUP_DEMO_ONLY,2025-01-18,2025-01-18,ACH CREDIT PAYER REMIT EFT-UHC-20250113,CREDIT,281.54,70055.52,REF2956618,EFT-UHC-20250113
