deposit_date,eft_trace,amount,description
2025-08-15,EFT20250815036,23.91,PAYER EFT
2025-08-15,EFT20250815038,152.28,PAYER EFT
2025-08-16,EFT20250816000,144.34,PAYER EFT
2025-08-16,EFT20250816001,407.93,PAYER EFT
2025-08-16,EFT20250816007,81.59,PAYER EFT
2025-08-16,EFT20250816010,300.21,PAYER EFT
2025-08-16,EFT20250816011,140.4,PAYER EFT
2025-08-16,EFT20250816012,76.35,PAYER EFT
2025-08-16,EFT20250816016,111.03,PAYER EFT
2025-08-16,EFT20250816017,18.11,PAYER EFT
2025-08-16,EFT20250816022,74.73,PAYER EFT
2025-08-16,EFT20250816025,78.37,PAYER EFT
2025-08-16,EFT20250816027,43.62,PAYER EFT
2025-08-16,EFT20250816029,35.1,PAYER EFT
2025-08-16,EFT20250816031,81.59,PAYER EFT
2025-08-16,EFT20250816032,336.44,PAYER EFT
2025-08-16,EFT20250816035,208.8,PAYER EFT
2025-08-16,EFT20250816039,51.76,PAYER EFT
2025-08-17,EFT20250817001,122.93,PAYER EFT
2025-08-17,EFT20250817003,77.27,PAYER EFT
2025-08-17,EFT20250817005,42.06,PAYER EFT
2025-08-17,EFT20250817006,601.97,PAYER EFT
2025-08-17,EFT20250817007,30.54,PAYER EFT
2025-08-17,EFT20250817008,49.62,PAYER EFT
2025-08-17,EFT20250817009,145.06,PAYER EFT
2025-08-17,EFT20250817010,42.06,PAYER EFT
2025-08-17,EFT20250817011,28.12,PAYER EFT
2025-08-17,EFT20250817014,67.29,PAYER EFT
2025-08-17,EFT20250817019,49.87,PAYER EFT
2025-08-17,EFT20250817020,119.57,PAYER EFT
2025-08-17,EFT20250817021,23.94,PAYER EFT
2025-08-17,EFT20250817024,352.62,PAYER EFT
2025-08-17,EFT20250817026,420.55,PAYER EFT
2025-08-17,EFT20250817027,67.29,PAYER EFT
2025-08-17,EFT20250817031,144.36,PAYER EFT
2025-08-17,EFT20250817032,62.76,PAYER EFT
2025-08-17,EFT20250817038,79.4,PAYER EFT
2025-08-18,EFT20250818000,496.25,PAYER EFT
2025-08-18,EFT20250818004,38.26,PAYER EFT
2025-08-18,EFT20250818010,199.65,PAYER EFT
2025-08-18,EFT20250818011,62.11,PAYER EFT
2025-08-18,EFT20250818013,28.08,PAYER EFT
2025-08-18,EFT20250818021,420.55,PAYER EFT
2025-08-18,EFT20250818023,44.16,PAYER EFT
2025-08-18,EFT20250818024,72.26,PAYER EFT
2025-08-18,EFT20250818026,119.24,PAYER EFT
2025-08-18,EFT20250818027,125.78,PAYER EFT
2025-08-18,EFT20250818029,62.11,PAYER EFT
2025-08-18,EFT20250818030,407.93,PAYER EFT
2025-08-18,EFT20250818031,119.24,PAYER EFT
2025-08-18,EFT20250818032,76.22,PAYER EFT
2025-08-18,EFT20250818039,162.27,PAYER EFT
2025-08-19,EFT20250819003,81.99,PAYER EFT
2025-08-19,EFT20250819008,27.88,PAYER EFT
2025-08-19,EFT20250819012,509.37,PAYER EFT
2025-08-19,EFT20250819017,18.58,PAYER EFT
2025-08-19,EFT20250819019,28.25,PAYER EFT
2025-08-19,EFT20250819021,81.99,PAYER EFT
2025-08-19,EFT20250819022,62.11,PAYER EFT
2025-08-19,EFT20250819025,273.63,PAYER EFT
2025-08-19,EFT20250819026,174.9,PAYER EFT
2025-08-19,EFT20250819030,109.83,PAYER EFT
2025-08-19,EFT20250819031,119.57,PAYER EFT
2025-08-19,EFT20250819032,229.44,PAYER EFT
2025-08-19,EFT20250819033,42.06,PAYER EFT
2025-08-19,EFT20250819036,397,PAYER EFT
2025-08-20,EFT20250820004,175.73,PAYER EFT
2025-08-20,EFT20250820005,213.77,PAYER EFT
2025-08-20,EFT20250820013,175.73,PAYER EFT
2025-08-20,EFT20250820018,75.11,PAYER EFT
2025-08-20,EFT20250820020,55.51,PAYER EFT
2025-08-20,EFT20250820021,98.34,PAYER EFT
2025-08-20,EFT20250820022,420.55,PAYER EFT
2025-08-20,EFT20250820023,111.03,PAYER EFT
2025-08-20,EFT20250820026,593.05,PAYER EFT
2025-08-20,EFT20250820033,33.65,PAYER EFT
2025-08-20,EFT20250820038,73.29,PAYER EFT
2025-08-21,EFT20250821003,84.11,PAYER EFT
2025-08-21,EFT20250821008,58.63,PAYER EFT
2025-08-21,EFT20250821009,245.54,PAYER EFT
2025-08-21,EFT20250821010,122.93,PAYER EFT
2025-08-21,EFT20250821011,163.92,PAYER EFT
2025-08-21,EFT20250821018,60.25,PAYER EFT
2025-08-21,EFT20250821023,64.7,PAYER EFT
2025-08-21,EFT20250821027,49.62,PAYER EFT
2025-08-21,EFT20250821029,31.6,PAYER EFT
2025-08-21,EFT20250821033,514.78,PAYER EFT
2025-08-21,EFT20250821035,267.93,PAYER EFT
2025-08-21,EFT20250821036,298.91,PAYER EFT
2025-08-22,EFT20250822000,416.09,PAYER EFT
2025-08-22,EFT20250822006,52.15,PAYER EFT
2025-08-22,EFT20250822007,43.62,PAYER EFT
2025-08-22,EFT20250822022,46.48,PAYER EFT
2025-08-22,EFT20250822024,372.36,PAYER EFT
2025-08-22,EFT20250822025,162.27,PAYER EFT
2025-08-22,EFT20250822027,181.16,PAYER EFT
2025-08-22,EFT20250822038,34.16,PAYER EFT
2025-08-23,EFT20250823002,342.04,PAYER EFT
2025-08-23,EFT20250823004,42.06,PAYER EFT
2025-08-23,EFT20250823005,352.62,PAYER EFT
2025-08-23,EFT20250823007,67.29,PAYER EFT
2025-08-23,EFT20250823013,99.25,PAYER EFT
2025-08-23,EFT20250823018,42.06,PAYER EFT
2025-08-23,EFT20250823020,20.08,PAYER EFT
2025-08-23,EFT20250823022,342.04,PAYER EFT
2025-08-23,EFT20250823023,282.42,PAYER EFT
2025-08-23,EFT20250823025,55.51,PAYER EFT
2025-08-23,EFT20250823029,49.69,PAYER EFT
2025-08-23,EFT20250823033,122.93,PAYER EFT
2025-08-23,EFT20250823036,95.39,PAYER EFT
2025-08-23,EFT20250823039,48.2,PAYER EFT
2025-08-24,EFT20250824004,180.43,PAYER EFT
2025-08-24,EFT20250824005,219.66,PAYER EFT
2025-08-24,EFT20250824008,70.47,PAYER EFT
2025-08-24,EFT20250824009,250.2,PAYER EFT
2025-08-24,EFT20250824016,95.39,PAYER EFT
2025-08-24,EFT20250824020,51.76,PAYER EFT
2025-08-24,EFT20250824024,45.29,PAYER EFT
2025-08-24,EFT20250824025,245.54,PAYER EFT
2025-08-24,EFT20250824027,98.34,PAYER EFT
2025-08-24,EFT20250824028,282.1,PAYER EFT
2025-08-24,EFT20250824029,186.01,PAYER EFT
2025-08-24,EFT20250824030,81.99,PAYER EFT
2025-08-24,EFT20250824031,384.32,PAYER EFT
2025-08-24,EFT20250824033,485.25,PAYER EFT
2025-08-24,EFT20250824036,282.1,PAYER EFT
2025-08-25,EFT20250825000,221.2,PAYER EFT
2025-08-25,EFT20250825004,88.82,PAYER EFT
2025-08-25,EFT20250825005,55.51,PAYER EFT
2025-08-25,EFT20250825010,304.4,PAYER EFT
2025-08-25,EFT20250825014,98.34,PAYER EFT
2025-08-25,EFT20250825015,56.94,PAYER EFT
2025-08-25,EFT20250825016,397,PAYER EFT
2025-08-25,EFT20250825022,88.82,PAYER EFT
2025-08-25,EFT20250825023,162.27,PAYER EFT
2025-08-25,EFT20250825029,24.43,PAYER EFT
2025-08-25,EFT20250825031,60.25,PAYER EFT
2025-08-25,EFT20250825032,24.43,PAYER EFT
2025-08-25,EFT20250825033,352.62,PAYER EFT
2025-08-25,EFT20250825034,22.64,PAYER EFT
2025-08-25,EFT20250825036,22.64,PAYER EFT
2025-08-25,EFT20250825037,648.94,PAYER EFT
2025-08-25,EFT20250825038,59.36,PAYER EFT
2025-08-26,EFT20250826000,640.53,PAYER EFT
2025-08-26,EFT20250826016,87.86,PAYER EFT
2025-08-26,EFT20250826017,49.69,PAYER EFT
2025-08-26,EFT20250826022,29.28,PAYER EFT
2025-08-26,EFT20250826026,64.7,PAYER EFT
2025-08-26,EFT20250826027,50.21,PAYER EFT
2025-08-26,EFT20250826032,397,PAYER EFT
2025-08-26,EFT20250826037,87.86,PAYER EFT
2025-08-26,EFT20250826039,81.99,PAYER EFT
2025-08-27,EFT20250827002,89.54,PAYER EFT
2025-08-27,EFT20250827005,614.26,PAYER EFT
2025-08-27,EFT20250827006,170.81,PAYER EFT
2025-08-27,EFT20250827007,245.54,PAYER EFT
2025-08-27,EFT20250827008,98.34,PAYER EFT
2025-08-27,EFT20250827009,27.88,PAYER EFT
2025-08-27,EFT20250827010,58.63,PAYER EFT
2025-08-27,EFT20250827012,181.55,PAYER EFT
2025-08-27,EFT20250827017,416.09,PAYER EFT
2025-08-27,EFT20250827018,23.91,PAYER EFT
2025-08-27,EFT20250827024,113.23,PAYER EFT
2025-08-27,EFT20250827027,79.4,PAYER EFT
2025-08-27,EFT20250827029,90.58,PAYER EFT
2025-08-27,EFT20250827030,42.06,PAYER EFT
2025-08-27,EFT20250827033,61.08,PAYER EFT
2025-08-27,EFT20250827035,119.24,PAYER EFT
2025-08-27,EFT20250827036,44.97,PAYER EFT
2025-08-28,EFT20250828000,342.04,PAYER EFT
2025-08-28,EFT20250828012,88.14,PAYER EFT
2025-08-28,EFT20250828013,149.46,PAYER EFT
2025-08-28,EFT20250828021,291.15,PAYER EFT
2025-08-28,EFT20250828023,34.9,PAYER EFT
2025-08-28,EFT20250828026,370.25,PAYER EFT
2025-08-28,EFT20250828028,488.55,PAYER EFT
2025-08-28,EFT20250828032,81.59,PAYER EFT
2025-08-28,EFT20250828033,441.58,PAYER EFT
2025-08-29,EFT20250829005,136.18,PAYER EFT
2025-08-29,EFT20250829006,88.82,PAYER EFT
2025-08-29,EFT20250829014,67.29,PAYER EFT
2025-08-29,EFT20250829018,39.7,PAYER EFT
2025-08-29,EFT20250829020,55.51,PAYER EFT
2025-08-29,EFT20250829022,76.82,PAYER EFT
2025-08-29,EFT20250829023,291.15,PAYER EFT
2025-08-29,EFT20250829026,38.51,PAYER EFT
2025-08-29,EFT20250829033,99.25,PAYER EFT
2025-08-29,EFT20250829037,122.93,PAYER EFT
2025-08-30,EFT20250830000,239.13,PAYER EFT
2025-08-30,EFT20250830001,49.62,PAYER EFT
2025-08-30,EFT20250830002,132.63,PAYER EFT
2025-08-30,EFT20250830005,56.16,PAYER EFT
2025-08-30,EFT20250830009,62.34,PAYER EFT
2025-08-30,EFT20250830012,29.89,PAYER EFT
2025-08-30,EFT20250830015,90.58,PAYER EFT
2025-08-30,EFT20250830020,38.51,PAYER EFT
2025-08-30,EFT20250830023,444.1,PAYER EFT
2025-08-30,EFT20250830025,20.08,PAYER EFT
2025-08-30,EFT20250830027,34.9,PAYER EFT
2025-08-30,EFT20250830028,148.81,PAYER EFT
2025-08-30,EFT20250830029,22.64,PAYER EFT
2025-08-30,EFT20250830032,53.06,PAYER EFT
2025-08-30,EFT20250830036,81.59,PAYER EFT
2025-08-31,EFT20250831002,42.06,PAYER EFT
2025-08-31,EFT20250831003,20.86,PAYER EFT
2025-08-31,EFT20250831006,196.43,PAYER EFT
2025-08-31,EFT20250831007,62.76,PAYER EFT
2025-08-31,EFT20250831011,35.98,PAYER EFT
2025-08-31,EFT20250831012,51.76,PAYER EFT
2025-08-31,EFT20250831016,148.81,PAYER EFT
2025-08-31,EFT20250831021,87.86,PAYER EFT
2025-08-31,EFT20250831023,55.51,PAYER EFT
2025-08-31,EFT20250831025,342.04,PAYER EFT
2025-08-31,EFT20250831039,73.29,PAYER EFT
2025-09-01,EFT20250901000,51.76,PAYER EFT
2025-09-01,EFT20250901001,34.16,PAYER EFT
2025-09-01,EFT20250901002,74.73,PAYER EFT
2025-09-01,EFT20250901004,55.51,PAYER EFT
2025-09-01,EFT20250901008,239.13,PAYER EFT
2025-09-01,EFT20250901012,17.58,PAYER EFT
2025-09-01,EFT20250901013,36.65,PAYER EFT
2025-09-01,EFT20250901014,113.23,PAYER EFT
2025-09-01,EFT20250901016,291.15,PAYER EFT
2025-09-01,EFT20250901019,180.43,PAYER EFT
2025-09-01,EFT20250901024,42.06,PAYER EFT
2025-09-01,EFT20250901027,42.75,PAYER EFT
2025-09-01,EFT20250901028,84.11,PAYER EFT
2025-09-01,EFT20250901034,122.93,PAYER EFT
2025-09-01,EFT20250901035,170.39,PAYER EFT
2025-09-01,EFT20250901038,59.36,PAYER EFT
2025-09-01,EFT20250901039,44.97,PAYER EFT
2025-09-02,EFT20250902000,218.62,PAYER EFT
2025-09-02,EFT20250902001,71.17,PAYER EFT
2025-09-02,EFT20250902002,180.65,PAYER EFT
2025-09-02,EFT20250902007,36.23,PAYER EFT
2025-09-02,EFT20250902008,326.34,PAYER EFT
2025-09-02,EFT20250902009,44.97,PAYER EFT
2025-09-02,EFT20250902010,239.13,PAYER EFT
2025-09-02,EFT20250902016,269.99,PAYER EFT
2025-09-02,EFT20250902017,129.82,PAYER EFT
2025-09-02,EFT20250902022,161.75,PAYER EFT
2025-09-02,EFT20250902026,25.88,PAYER EFT
2025-09-02,EFT20250902031,388.59,PAYER EFT
2025-09-02,EFT20250902034,119.24,PAYER EFT
2025-09-03,EFT20250903003,208.59,PAYER EFT
2025-09-03,EFT20250903007,98.34,PAYER EFT
2025-09-03,EFT20250903013,31.6,PAYER EFT
2025-09-03,EFT20250903014,691.77,PAYER EFT
2025-09-03,EFT20250903018,79.4,PAYER EFT
2025-09-03,EFT20250903020,149.46,PAYER EFT
2025-09-03,EFT20250903022,48.2,PAYER EFT
2025-09-03,EFT20250903028,111.03,PAYER EFT
2025-09-03,EFT20250903031,47.49,PAYER EFT
2025-09-03,EFT20250903032,58.63,PAYER EFT
2025-09-03,EFT20250903039,238.16,PAYER EFT
2025-09-04,EFT20250904000,39.7,PAYER EFT
2025-09-04,EFT20250904005,98.34,PAYER EFT
2025-09-04,EFT20250904008,27.88,PAYER EFT
2025-09-04,EFT20250904010,64.7,PAYER EFT
2025-09-04,EFT20250904018,109.83,PAYER EFT
2025-09-04,EFT20250904021,49.69,PAYER EFT
2025-09-04,EFT20250904024,420.55,PAYER EFT
2025-09-04,EFT20250904025,153.11,PAYER EFT
2025-09-04,EFT20250904028,84.11,PAYER EFT
2025-09-04,EFT20250904031,291.15,PAYER EFT
2025-09-04,EFT20250904035,218.62,PAYER EFT
2025-09-04,EFT20250904036,122.93,PAYER EFT
2025-09-05,EFT20250905000,76.35,PAYER EFT
2025-09-05,EFT20250905001,51.76,PAYER EFT
2025-09-05,EFT20250905002,27.88,PAYER EFT
2025-09-05,EFT20250905013,352.62,PAYER EFT
2025-09-05,EFT20250905014,119.57,PAYER EFT
2025-09-05,EFT20250905018,40.79,PAYER EFT
2025-09-05,EFT20250905020,49.87,PAYER EFT
2025-09-05,EFT20250905024,52.15,PAYER EFT
2025-09-05,EFT20250905025,153.42,PAYER EFT
2025-09-05,EFT20250905027,55.51,PAYER EFT
2025-09-05,EFT20250905029,91.46,PAYER EFT
2025-09-05,EFT20250905031,20.86,PAYER EFT
2025-09-05,EFT20250905033,62.11,PAYER EFT
2025-09-05,EFT20250905038,35.98,PAYER EFT
2025-09-06,EFT20250906001,282.42,PAYER EFT
2025-09-06,EFT20250906002,65.59,PAYER EFT
2025-09-06,EFT20250906010,153.52,PAYER EFT
2025-09-06,EFT20250906013,40.79,PAYER EFT
2025-09-06,EFT20250906014,112.32,PAYER EFT
2025-09-06,EFT20250906016,408.51,PAYER EFT
2025-09-06,EFT20250906017,30.81,PAYER EFT
2025-09-06,EFT20250906018,14.84,PAYER EFT
2025-09-06,EFT20250906025,55.51,PAYER EFT
2025-09-06,EFT20250906029,343.56,PAYER EFT
2025-09-06,EFT20250906034,71.17,PAYER EFT
2025-09-06,EFT20250906038,44.41,PAYER EFT
2025-09-07,EFT20250907001,42.45,PAYER EFT
2025-09-07,EFT20250907006,372.36,PAYER EFT
2025-09-07,EFT20250907007,133.61,PAYER EFT
2025-09-07,EFT20250907008,778.03,PAYER EFT
2025-09-07,EFT20250907012,84.11,PAYER EFT
2025-09-07,EFT20250907014,29.89,PAYER EFT
2025-09-07,EFT20250907016,67.29,PAYER EFT
2025-09-07,EFT20250907018,73.29,PAYER EFT
2025-09-07,EFT20250907023,30.54,PAYER EFT
2025-09-07,EFT20250907024,14.04,PAYER EFT
2025-09-07,EFT20250907027,186.01,PAYER EFT
2025-09-07,EFT20250907031,62.11,PAYER EFT
2025-09-07,EFT20250907032,219.49,PAYER EFT
2025-09-07,EFT20250907033,336.44,PAYER EFT
2025-09-07,EFT20250907034,149.46,PAYER EFT
2025-09-07,EFT20250907037,64.7,PAYER EFT
2025-09-08,EFT20250908003,332.87,PAYER EFT
2025-09-08,EFT20250908005,52.15,PAYER EFT
2025-09-08,EFT20250908006,64.7,PAYER EFT
2025-09-08,EFT20250908014,30.54,PAYER EFT
2025-09-08,EFT20250908021,88.82,PAYER EFT
2025-09-08,EFT20250908022,79.4,PAYER EFT
2025-09-08,EFT20250908023,64.7,PAYER EFT
2025-09-08,EFT20250908024,76.22,PAYER EFT
2025-09-08,EFT20250908028,76.22,PAYER EFT
2025-09-08,EFT20250908029,34.16,PAYER EFT
2025-09-08,EFT20250908030,51.76,PAYER EFT
2025-09-08,EFT20250908038,23.94,PAYER EFT
2025-09-09,EFT20250909003,70.2,PAYER EFT
2025-09-09,EFT20250909005,59.36,PAYER EFT
2025-09-09,EFT20250909012,512.42,PAYER EFT
2025-09-09,EFT20250909013,43.62,PAYER EFT
2025-09-09,EFT20250909016,180.84,PAYER EFT
2025-09-09,EFT20250909019,53.06,PAYER EFT
2025-09-09,EFT20250909022,68.32,PAYER EFT
2025-09-09,EFT20250909025,219.49,PAYER EFT
2025-09-09,EFT20250909028,62.11,PAYER EFT
2025-09-09,EFT20250909030,140.4,PAYER EFT
2025-09-09,EFT20250909031,95.39,PAYER EFT
2025-09-10,EFT20250910003,33.65,PAYER EFT
2025-09-10,EFT20250910010,498.02,PAYER EFT
2025-09-10,EFT20250910018,444.1,PAYER EFT
2025-09-10,EFT20250910023,33.65,PAYER EFT
2025-09-10,EFT20250910024,298.91,PAYER EFT
2025-09-10,EFT20250910027,291.15,PAYER EFT
2025-09-10,EFT20250910031,411.74,PAYER EFT
2025-09-10,EFT20250910032,93.82,PAYER EFT
2025-09-10,EFT20250910033,28.25,PAYER EFT
2025-09-10,EFT20250910038,304.92,PAYER EFT
2025-09-10,EFT20250910039,42.45,PAYER EFT
2025-09-11,EFT20250911001,343.56,PAYER EFT
2025-09-11,EFT20250911004,352.62,PAYER EFT
2025-09-11,EFT20250911007,420.55,PAYER EFT
2025-09-11,EFT20250911013,564.38,PAYER EFT
2025-09-11,EFT20250911020,181.16,PAYER EFT
2025-09-11,EFT20250911022,68.32,PAYER EFT
2025-09-11,EFT20250911023,420.55,PAYER EFT
2025-09-11,EFT20250911025,48.2,PAYER EFT
2025-09-11,EFT20250911027,459.95,PAYER EFT
2025-09-11,EFT20250911030,28.25,PAYER EFT
2025-09-11,EFT20250911031,44.97,PAYER EFT
2025-09-11,EFT20250911034,45.81,PAYER EFT
2025-09-11,EFT20250911037,43.35,PAYER EFT
2025-09-12,EFT20250912000,291.15,PAYER EFT
2025-09-12,EFT20250912001,105.29,PAYER EFT
2025-09-12,EFT20250912003,74.73,PAYER EFT
2025-09-12,EFT20250912007,170.81,PAYER EFT
2025-09-12,EFT20250912010,84.11,PAYER EFT
2025-09-12,EFT20250912011,17.97,PAYER EFT
2025-09-12,EFT20250912014,162.27,PAYER EFT
2025-09-12,EFT20250912018,137.81,PAYER EFT
2025-09-12,EFT20250912019,291.15,PAYER EFT
2025-09-12,EFT20250912022,26.72,PAYER EFT
2025-09-12,EFT20250912025,56.61,PAYER EFT
2025-09-12,EFT20250912027,32.63,PAYER EFT
2025-09-13,EFT20250913000,927.49,PAYER EFT
2025-09-13,EFT20250913016,60.25,PAYER EFT
2025-09-13,EFT20250913018,99.25,PAYER EFT
2025-09-13,EFT20250913019,335.74,PAYER EFT
2025-09-13,EFT20250913020,62.11,PAYER EFT
2025-09-13,EFT20250913024,38.04,PAYER EFT
2025-09-13,EFT20250913025,61.08,PAYER EFT
2025-09-13,EFT20250913027,291.15,PAYER EFT
2025-09-13,EFT20250913035,107.31,PAYER EFT
2025-09-13,EFT20250913038,40.79,PAYER EFT
2025-09-14,EFT20250914003,443.97,PAYER EFT
2025-09-14,EFT20250914009,62.11,PAYER EFT
2025-09-14,EFT20250914013,64.7,PAYER EFT
2025-09-14,EFT20250914015,90.58,PAYER EFT
2025-09-14,EFT20250914016,72.85,PAYER EFT
2025-09-14,EFT20250914019,55.22,PAYER EFT
2025-09-14,EFT20250914022,76.89,PAYER EFT
2025-09-14,EFT20250914023,352.62,PAYER EFT
2025-09-14,EFT20250914025,73.29,PAYER EFT
2025-09-14,EFT20250914026,282.1,PAYER EFT
2025-09-14,EFT20250914027,35.3,PAYER EFT
2025-09-14,EFT20250914030,36.23,PAYER EFT
2025-09-14,EFT20250914034,126.86,PAYER EFT
2025-09-15,EFT20250915003,352.62,PAYER EFT
2025-09-15,EFT20250915004,22.3,PAYER EFT
2025-09-15,EFT20250915005,59.36,PAYER EFT
2025-09-15,EFT20250915009,61.08,PAYER EFT
2025-09-15,EFT20250915013,449.67,PAYER EFT
2025-09-15,EFT20250915014,34.2,PAYER EFT
2025-09-15,EFT20250915015,44.97,PAYER EFT
2025-09-15,EFT20250915016,53.06,PAYER EFT
2025-09-15,EFT20250915020,65.27,PAYER EFT
2025-09-15,EFT20250915023,131.34,PAYER EFT
2025-09-15,EFT20250915024,62.11,PAYER EFT
2025-09-15,EFT20250915027,31.6,PAYER EFT
2025-09-15,EFT20250915029,291.15,PAYER EFT
2025-09-15,EFT20250915030,555.13,PAYER EFT
2025-09-15,EFT20250915031,81.99,PAYER EFT
2025-09-15,EFT20250915032,109.83,PAYER EFT
2025-09-15,EFT20250915034,81.59,PAYER EFT
2025-09-15,EFT20250915038,27.33,PAYER EFT
2025-09-16,EFT20250916002,44.97,PAYER EFT
2025-09-16,EFT20250916005,343.56,PAYER EFT
2025-09-16,EFT20250916006,49.87,PAYER EFT
2025-09-16,EFT20250916008,65.27,PAYER EFT
2025-09-16,EFT20250916009,193.59,PAYER EFT
2025-09-16,EFT20250916013,38.51,PAYER EFT
2025-09-16,EFT20250916014,22.64,PAYER EFT
2025-09-16,EFT20250916015,29.28,PAYER EFT
2025-09-16,EFT20250916018,549.95,PAYER EFT
2025-09-16,EFT20250916022,90.58,PAYER EFT
2025-09-16,EFT20250916024,144.34,PAYER EFT
2025-09-16,EFT20250916029,388.59,PAYER EFT
2025-09-16,EFT20250916035,84.11,PAYER EFT
2025-09-16,EFT20250916038,48.2,PAYER EFT
2025-09-17,EFT20250917002,20.86,PAYER EFT
2025-09-17,EFT20250917004,113.23,PAYER EFT
2025-09-17,EFT20250917006,186.01,PAYER EFT
2025-09-17,EFT20250917007,100.94,PAYER EFT
2025-09-17,EFT20250917008,51.76,PAYER EFT
2025-09-17,EFT20250917009,48.2,PAYER EFT
2025-09-17,EFT20250917015,43.62,PAYER EFT
2025-09-17,EFT20250917016,326.34,PAYER EFT
2025-09-17,EFT20250917018,186.01,PAYER EFT
2025-09-17,EFT20250917022,336.44,PAYER EFT
2025-09-17,EFT20250917024,122.93,PAYER EFT
2025-09-17,EFT20250917025,36.23,PAYER EFT
2025-09-17,EFT20250917028,416.09,PAYER EFT
2025-09-17,EFT20250917029,549.95,PAYER EFT
2025-09-17,EFT20250917033,282.22,PAYER EFT
2025-09-17,EFT20250917038,17.58,PAYER EFT
2025-09-18,EFT20250918004,572.59,PAYER EFT
2025-09-18,EFT20250918005,37.78,PAYER EFT
2025-09-18,EFT20250918006,59.36,PAYER EFT
2025-09-18,EFT20250918008,52.15,PAYER EFT
2025-09-18,EFT20250918011,40.11,PAYER EFT
2025-09-18,EFT20250918012,226.45,PAYER EFT
2025-09-18,EFT20250918013,62.11,PAYER EFT
2025-09-18,EFT20250918015,60.25,PAYER EFT
2025-09-18,EFT20250918019,71.17,PAYER EFT
2025-09-18,EFT20250918022,133.61,PAYER EFT
2025-09-18,EFT20250918023,58.63,PAYER EFT
2025-09-18,EFT20250918024,31.6,PAYER EFT
2025-09-18,EFT20250918025,55.73,PAYER EFT
2025-09-18,EFT20250918028,62.11,PAYER EFT
2025-09-18,EFT20250918030,59.36,PAYER EFT
2025-09-18,EFT20250918031,148.81,PAYER EFT
2025-09-19,EFT20250919006,392.32,PAYER EFT
2025-09-19,EFT20250919007,23.42,PAYER EFT
2025-09-19,EFT20250919010,241.52,PAYER EFT
2025-09-19,EFT20250919011,115.33,PAYER EFT
2025-09-19,EFT20250919012,102.75,PAYER EFT
2025-09-19,EFT20250919017,29.89,PAYER EFT
2025-09-19,EFT20250919018,23.22,PAYER EFT
2025-09-19,EFT20250919019,64.7,PAYER EFT
2025-09-19,EFT20250919025,111.03,PAYER EFT
2025-09-19,EFT20250919026,245.67,PAYER EFT
2025-09-19,EFT20250919028,44.97,PAYER EFT
2025-09-19,EFT20250919030,162.27,PAYER EFT
2025-09-19,EFT20250919032,88.02,PAYER EFT
2025-09-19,EFT20250919033,549.95,PAYER EFT
2025-09-19,EFT20250919037,181.16,PAYER EFT
2025-09-20,EFT20250920005,45.81,PAYER EFT
2025-09-20,EFT20250920006,186.01,PAYER EFT
2025-09-20,EFT20250920007,181.16,PAYER EFT
2025-09-20,EFT20250920018,14.04,PAYER EFT
2025-09-20,EFT20250920019,42.06,PAYER EFT
2025-09-20,EFT20250920020,239.13,PAYER EFT
2025-09-20,EFT20250920027,109.83,PAYER EFT
2025-09-20,EFT20250920028,43.62,PAYER EFT
2025-09-20,EFT20250920033,59.36,PAYER EFT
2025-09-20,EFT20250920034,67.29,PAYER EFT
2025-09-20,EFT20250920038,109.83,PAYER EFT
2025-09-21,EFT20250921000,156.85,PAYER EFT
2025-09-21,EFT20250921001,526.34,PAYER EFT
2025-09-21,EFT20250921023,452.51,PAYER EFT
2025-09-21,EFT20250921028,111.03,PAYER EFT
2025-09-21,EFT20250921029,42.06,PAYER EFT
2025-09-21,EFT20250921036,109.83,PAYER EFT
2025-09-21,EFT20250921038,49.87,PAYER EFT
2025-09-22,EFT20250922000,113.23,PAYER EFT
2025-09-22,EFT20250922001,407.54,PAYER EFT
2025-09-22,EFT20250922003,64.7,PAYER EFT
2025-09-22,EFT20250922007,111.03,PAYER EFT
2025-09-22,EFT20250922012,87.91,PAYER EFT
2025-09-22,EFT20250922013,416.09,PAYER EFT
2025-09-22,EFT20250922015,122.93,PAYER EFT
2025-09-22,EFT20250922018,19.15,PAYER EFT
2025-09-22,EFT20250922020,56.61,PAYER EFT
2025-09-22,EFT20250922021,180.43,PAYER EFT
2025-09-22,EFT20250922027,407.93,PAYER EFT
2025-09-22,EFT20250922029,352.62,PAYER EFT
2025-09-22,EFT20250922031,114.7,PAYER EFT
2025-09-22,EFT20250922035,59.36,PAYER EFT
2025-09-22,EFT20250922037,115.33,PAYER EFT
2025-09-23,EFT20250923001,384.32,PAYER EFT
2025-09-23,EFT20250923008,44.41,PAYER EFT
2025-09-23,EFT20250923009,470.17,PAYER EFT
2025-09-23,EFT20250923013,111.03,PAYER EFT
2025-09-23,EFT20250923014,81.59,PAYER EFT
2025-09-23,EFT20250923018,465.45,PAYER EFT
2025-09-23,EFT20250923020,81.59,PAYER EFT
2025-09-23,EFT20250923026,175.73,PAYER EFT
2025-09-23,EFT20250923027,44.97,PAYER EFT
2025-09-23,EFT20250923033,282.1,PAYER EFT
2025-09-24,EFT20250924001,38.51,PAYER EFT
2025-09-24,EFT20250924003,186.01,PAYER EFT
2025-09-24,EFT20250924004,42.45,PAYER EFT
2025-09-24,EFT20250924006,186.01,PAYER EFT
2025-09-24,EFT20250924008,145.06,PAYER EFT
